symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,EU.C021.C1,EU.C021.C2,EU.C021.C3,EU.C021.C4,EU.C021.C5,EU.C021.C6,EU.C021.C7,EU.C021.C8,EU.C021.C9,EU.C021.C10,EU.C21.ES_c21
MRAS,1304.2900520776047,0.14395748453730872,0.1750211807705197,0.21160502656205712,0.49150638340516867,1518,1329,1535,1224,1740,1279,1259,1399,1470,1135,488
MRC2,8478.347892877304,-0.33441864869754123,0.19099456066982387,0.010756202706239585,0.07224741463748535,14370,9619,10601,7662,9261,6226,4637,8301,5487,6301,9768
MRE11,856.8430958993212,0.37566183631491434,0.22647016123205146,0.010052375904001251,0.06944748566198299,1092,677,1198,821,990,731,762,850,911,682,546
MREG,260.77901461080654,-0.10121237383309477,0.2216779531372625,0.40335895831819224,0.6851767940994073,179,270,341,329,393,267,201,283,168,215,119
MRFAP1,4782.758567627997,0.15876857361992133,0.11012424867100835,0.07485925057396352,0.2690485936470174,6560,3876,5005,4220,7491,5035,3254,5010,4282,4261,4073
MRFAP1L1,1173.6907478899266,-0.07952728317583732,0.12657953201546746,0.4086840952154697,0.6903598403548723,1245,931,1866,1200,1724,1164,955,1141,1034,987,912
MRFAP1L2,238.8238197838434,0.12235817022834863,0.18182664838272655,0.2908823011364168,0.5807903944990913,246,164,291,190,296,245,191,224,245,199,360
MRGBP,404.1276749283834,0.10752340524703499,0.15422797555059442,0.3176603394482631,0.6072253855787546,493,369,452,322,507,345,264,444,308,303,556
MRGPRF,97.04966638105749,0.33642698688481376,0.3430274068987784,0.04267988409604584,0.1880767907976837,76,41,29,54,71,65,42,78,65,42,409
MRI1,321.1544156455104,0.10442047492999469,0.17942681709594532,0.3612665686305732,0.6484377317206588,333,318,428,266,348,269,233,365,283,254,408
MRM1,40.89824040226651,0.1567231772813662,0.3000658984302162,0.2381015326909454,0.5221722344199378,26,22,34,32,70,71,20,69,34,22,60
MRM2,451.93356112544,0.2411672091510265,0.17425003611656661,0.04443858827319785,0.1932770076212965,637,292,526,383,564,477,273,529,416,387,477
MRM3,175.19128028357497,0.14671781390440483,0.21868810833902028,0.2394794287658367,0.523736671044627,250,112,191,146,231,175,89,220,140,149,263
MRNIP,648.0016534793886,-0.2702128732098424,0.2499001769264232,0.05801694761673284,0.22913126568216768,807,589,936,523,676,563,496,637,481,431,725
MRNIP-DT,21.193754467473894,-0.11719058858250497,0.3245813297471525,0.34528253997780683,0.6335888541110649,2,45,20,37,25,20,7,17,14,25,16
MRO,11.281556297766905,0.08402707628486929,0.3684532133814669,0.43815765523136285,0.7118576862752755,12,1,19,4,7,8,6,9,6,12,32
MROH1,803.3705318024528,-0.03007512413006435,0.123810799302909,0.7507043218721202,0.8996590618658208,943,1047,1119,1052,989,840,565,1018,679,674,237
MROH6,30.411603115541997,-0.13820320777335401,0.3522083880175223,0.27296525382812403,0.5622297997703166,27,23,66,46,16,21,9,11,26,18,25
MROH7-TTC4,10.474498954089183,0.014169611065269106,0.34032708189175637,0.8916047406075918,0.9573055528977346,9,5,6,26,5,0,5,17,11,7,15
MROH8,33.34712272962195,0.367395092050329,0.4077169344732819,0.037652435926604354,0.17316761169913125,6,35,37,51,24,19,22,48,59,26,35
MRPL1,396.16331541406794,0.16337947904492678,0.15122506381053835,0.13170012552692445,0.378507520834524,539,286,551,402,476,361,376,385,451,325,281
MRPL10,637.225854685968,-0.08341636124051267,0.1964107938387096,0.4739360690224282,0.7371259762049651,816,521,760,703,779,444,351,562,540,478,899
MRPL11,370.8402487839858,0.05750490948199759,0.18996298917450213,0.6145593037747921,0.8274400301912174,532,186,285,271,341,281,137,245,193,185,797
